"Curso","Asignatura","Codigo","Fisico","Online","Creditos","Tipo","Departamento","Vigencia","Cod Plan","Titulacion","Cod Centro","Centro","Annyo","Fecha"
"1","Innovación en Enseñanza de la Primera Lengua Extranjera (Inglés)","52060005","","","","OPTATIVA","","","M206","M.U. en Investigación e Innovación Educativa en las Áreas del Currículo","18","Facultad de Ciencias de la Educación","",""
"5","Farmacología y Farmacoterapia III y Farmacia Clínica","1580051","SI","SI","","OBLIGATORIA","","","158","Grado en Farmacia","19","Facultad de Farmacia","Curso 2023-24","20240219"
"3","Discursos del Arte Gráfico","1900028","SI","SI","","OBLIGATORIA","","","190","Grado en Bellas Artes","21","Facultad de Bellas Artes","Curso 2023-24","20231027"
"1","Desnudo, Retrato y Construcción de Identidad","50520005","SI","SI","","OPTATIVA","","","M052","Máster Universitario en Arte: Idea y Producción","21","Facultad de Bellas Artes","Curso 2023-24","20231031"
"4","Centrales Hidroeléctricas","2250054","SI","SI","","OPTATIVA","","","225","Grado en Ingeniería Civil","45","E.T.S. de Ingeniería","Curso 2021-22","20211221"
"1","Química de Polímeros. Biomateriales","50750014","SI","SI","","OPTATIVA","","","M075","Máster Universitario en Estudios Avanzados en Química","22","Facultad de Química","Curso 2023-24","20240307"
"2","Experimentación en Química II","2090018","SI","SI","","OBLIGATORIA","","","209","Grado en Ingeniería Química Industrial","23","Escuela Politécnica Superior","Curso 2023-24","20231005"
"4","Auditoría Pública","1650030","SI","SI","","OBLIGATORIA","","","165","Grado en Gestión y Administración Pública","20","Facultad de Derecho","Curso 2023-24","20240116"
"1","Bioprocesos en la Industria Alimentaria","51480009","SI","SI","","OPTATIVA","","","M148","Máster Universitario en Tecnología e Industria Alimentaria","23","Escuela Politécnica Superior","Curso 2023-24","20231005"
"1","Fundamentos y Simulación de Procesos de Fabricación","52210122","","","","OPTATIVA","","","M221","Máster Universitario en Ingeniería Industrial (2024)","45","E.T.S. de Ingeniería","",""
"1","Derecho de los Tratados Internacionales","50620005","SI","NO","","OBLIGATORIA","","","M062","Máster Universitario en Derecho Público","20","Facultad de Derecho","Curso 2023-24","20240208"
"1","Derecho Penal. Parte General","2290003","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","229","Doble Grado en Derecho y en Finanzas y Contabilidad","20","Facultad de Derecho","Curso 2023-24","20240304"
"1","Fisiología General","2170008","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","217","Grado en Biomedicina Básica y Experimental","14","Facultad de Medicina","Curso 2021-22","20211215"
"4","Mitos e Imaginario de la Cultura Audiovisual","2430100","SI","SI","","OPTATIVA","","","243","Doble Grado en Periodismo y Comunicación Audiovisual (2016)","2","Facultad de Comunicación","Curso 2019-20","20200421"
"4","Historia de Estados Unidos","2570057","","","","OPTATIVA","","","257","Doble Grado en Geografía y Gestión del Territorio e Historia (2024)","4","Facultad de Geografía e Historia","",""
"4","Estadísticas Económicas y Sociales","1960033","SI","SI","","OPTATIVA","","","196","Grado en Estadística","17","Facultad de Matemáticas","Curso 2022-23","20191213"
"2","Integración de Funciones de Varias Variables","2410018","SI","SI","","OBLIGATORIA","","","241","Doble Grado en Matemáticas y Estadística","17","Facultad de Matemáticas","Curso 2022-23","20200212"
"4","Historia de Andalucía Contemporánea","2570077","","","","OPTATIVA","","","257","Doble Grado en Geografía y Gestión del Territorio e Historia (2024)","4","Facultad de Geografía e Historia","",""
"1","Contexto Jurídico y Administrativo del Trabajo Patrimonial","52190001","","","","OBLIGATORIA","","","M219","Máster Universitario en Arquitectura y Patrimonio Histórico (2023)","15","E.T.S. de Arquitectura","",""
"1","Geometría Semi-Riemanniana","51760012","SI","SI","","OPTATIVA","","","M176","Doble M.U. Profesorado Educ.Secund.Oblig.y Bach, FP y EI y en Matemáticas","17","Facultad de Matemáticas","Curso 2022-23","20200212"
"2","Idioma Moderno II (Italiano)","1590023","SI","NO","","OBLIGATORIA","","","159","Grado en Filología Hispánica","16","Facultad de Filología","Curso 2019-20","20200511"
"1","Historia de las Dinámicas de Conflicto y Cooperación en la Edad Contemporánea","51350011","NO","NO","","OPTATIVA","","","M135","Máster Universitario en Estudios Históricos Avanzados","4","Facultad de Geografía e Historia","Curso 2012-13","N"
"3","Horticultura y Cultivos Ornamentales","1980018","SI","SI","","OPTATIVA","","","198","Grado en Ingeniería Agrícola","9","E.T.S. de Ingeniería Agronómica","Curso 2023-24","20231227"
"1","Japonés I","2190013","SI","NO","","OPTATIVA","","","219","Grado en Estudios de Asia Oriental por la Unv.de Sevilla y la Unv.de Málaga","12","Facultad de Filosofía","Curso 2021-22","20201025"
"4","Atletismo II: Fundamentos Avanzados y su Entrenamiento","1540035","SI","SI","","OPTATIVA","","","154","Grado en Ciencias de la Actividad Física y del Deporte","18","Facultad de Ciencias de la Educación","Curso 2021-22","20200420"
"3","Hermenéutica Filosófica","2530026","","","","OPTATIVA","","","253","Grado en Filosofía (2022)","12","Facultad de Filosofía","",""
"1","Origen y Diversidad de la Vida","51360011","SI","SI","","OBLIGATORIA","","","M136","Máster Universitario en Biología Avanzada: Investigación y Aplicación","5","Facultad de Biología","Curso 2023-24","20240528"
"1","Discapacidad Intelectual y Procesos de Pensamiento","51040006","SI","NO","","OPTATIVA","","","M104","Máster Univ. en Psicología de la Educación. Avances en Intervención","13","Facultad de Psicología","Curso 2021-22","20151116"
"2","Textos Griegos II","1840023","NO","NO","","OBLIGATORIA","","","184","Grado en Filología Clásica","16","Facultad de Filología","Curso 2012-13","N"
"4","Ampliación de Inteligencia Artificial","2470037","SI","","","OPTATIVA","","","247","Doble Grado Ingeniería Informática-Tecnologías Informáticas y Matemáticas","3","E.T.S. Ingeniería Informática","Curso 2022-23",""
"4","Gramática Contrastiva","1850032","SI","SI","","OPTATIVA","","","185","Grado en Lengua y Literatura Alemanas","16","Facultad de Filología","Curso 2019-20","20200522"
"1","Gobierno y Gestión de la Seguridad en el Ámbito de la Salud","51880007","SI","SI","","OPTATIVA","","","M188","Máster Universitario en Ingeniería Biomédica y Salud Digital","3","E.T.S. Ingeniería Informática","Curso 2021-22",""
"1","Fundamentos de Metodología de la Enseñanza de Segundas Lenguas","50700007","NO","NO","","OPTATIVA","","","M070","M.U.en Enseñanza del Español como Lengua Extranjera y Otras Leng.Mod.","16","Facultad de Filología","Curso 2016-17","20161027"
"1","Radioprotección","50820017","SI","SI","","OPTATIVA","","","M082","Máster Universitario en Física Nuclear por la UAM,UCM,UB,UGR,USAL y la US","6","Facultad de Física","Curso 2023-24","20240425"
"1","Gestión de la Calidad","51460007","SI","SI","","OBLIGATORIA","","","M146","Máster Universitario en Ingeniería Industrial","45","E.T.S. de Ingeniería","Curso 2023-24","20231006"
"1","Matemáticas I","2000004","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","200","Grado en Ingeniería Eléctrica","23","Escuela Politécnica Superior","Curso 2023-24","20231003"
"1","Informática","2000003","SI","NO","","TRONCAL / FORMACIÓN BÁSICA","","","200","Grado en Ingeniería Eléctrica","23","Escuela Politécnica Superior","Curso 2023-24","20231003"
"2","Fisiología Humana I","2480013","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","248","Grado en Farmacia (2019)","19","Facultad de Farmacia","Curso 2023-24","20240219"
"4","Química Bioinorgánica","2480043","SI","NO","","OPTATIVA","","","248","Grado en Farmacia (2019)","19","Facultad de Farmacia","Curso 2023-24","20240219"
"1","Experimentación en Química I","2090007","SI","SI","","OBLIGATORIA","","","209","Grado en Ingeniería Química Industrial","23","Escuela Politécnica Superior","Curso 2023-24","20231005"
"3","Gestión de Redes de Telecomunicación","1990037","NO","NO","","OPTATIVA","","","199","Grado en Ingeniería de las Tecnologías de Telecomunicación","45","E.T.S. de Ingeniería","Curso 2023-24","20240116"
"4","Comunicaciones Vía Satélite","1990074","SI","SI","","OPTATIVA","","","199","Grado en Ingeniería de las Tecnologías de Telecomunicación","45","E.T.S. de Ingeniería","Curso 2023-24","20240117"
"1","Urbanismo y Ordenación del Territorio","51900027","SI","SI","","OPTATIVA","","","M190","Máster Universitario en Ingeniería de Caminos, Canales y Puertos (2019)","45","E.T.S. de Ingeniería","Curso 2023-24","20231204"
"1","Formación y Técnicas de Comunicación","51080004","SI","NO","","OBLIGATORIA","","","M108","M.U.en Seguridad Integral en la Industria y Prevención Riesgos Laborales","23","Escuela Politécnica Superior","Curso 2021-22","20211130"
"4","Gestión de la Energía Eléctrica","2030127","SI","SI","","OPTATIVA","","","203","Grado en Ingeniería de Tecnologías Industriales","45","E.T.S. de Ingeniería","Curso 2023-24","20240125"
"1","Ingeniería y Supervisión de Plantas Químicas","51950010","SI","SI","","OBLIGATORIA","","","M195","Doble Máster Universitario en Ingeniería Industrial y en Ingeniería Química","45","E.T.S. de Ingeniería","Curso 2023-24","20231106"
"2","Aplicaciones para Terapias (UCBN)","52000023","","","","OPTATIVA","","","M200","M.U. Erasmus Mundus en Física Nuclear (USE-UAM-UCM-UB-UCBN-SDP-SCAT)","302","Escuela Internacional de Posgrado","",""
"1","Deontología, Buena Praxis y Ética Profesional","51220001","SI","SI","","OBLIGATORIA","","","M122","Máster Universitario en Abogacía","20","Facultad de Derecho","Curso 2023-24","20240216"
"4","Instalaciones Fotovoltaicas","2210049","SI","NO","","OPTATIVA","","","221","Grado en Ingeniería de la Energía por la Un. de Sevilla y la Un. de Málaga","45","E.T.S. de Ingeniería","Curso 2023-24","20231122"
"5","Medicina Preventiva y Salud Pública","1720048","SI","SI","","OBLIGATORIA","","","172","Grado en Medicina","14","Facultad de Medicina","Curso 2021-22","20211215"
"2","Teorías Antropológicas II. Corrientes Clásicas","2520021","","","","OBLIGATORIA","","","252","Grado en Antropología Social y Cultural (2021)","4","Facultad de Geografía e Historia","",""
"4","Complementos de Modelización y Optimización Numérica","1710038","SI","SI","","OPTATIVA","","","171","Grado en Matemáticas","17","Facultad de Matemáticas","Curso 2022-23","20191213"
"1","Contabilidad Avanzada","52010004","SI","SI","","OBLIGATORIA","","","M201","Máster Universitario en Dirección Financiera","7","Facultad de Turismo y Finanzas","Curso 2023-24","20240209"
"1","Medios, Identidad, Migración e Interculturalidad","52070010","","","","OPTATIVA","","","M207","Máster Universitario en Comunicación y Cultura (2023)","2","Facultad de Comunicación","",""
"1","Aprendizaje y Desarrollo de la Personalidad","51760006","SI","SI","","OBLIGATORIA","","","M176","Doble M.U. Profesorado Educ.Secund.Oblig.y Bach, FP y EI y en Matemáticas","302","Escuela Internacional de Posgrado","Curso 2022-23","20200212"
"4","Planificación y Dirección de Entidades e Instalaciones Deportivas","1540046","SI","SI","","OPTATIVA","","","154","Grado en Ciencias de la Actividad Física y del Deporte","18","Facultad de Ciencias de la Educación","Curso 2021-22","20200420"
"3","Derecho Procesal Civil","2500036","SI","NO","","OBLIGATORIA","","","250","Doble Grado en Derecho y en Filosofía","20","Facultad de Derecho","Curso 2023-24","20231204"
"5","Evaluación del Impacto Ambiental (GCAM)","2460057","NO","NO","","OBLIGATORIA","","","246","Doble Grado en Ingeniería Agrícola (US) y Grado Ciencias Ambientales (UPO)","9","E.T.S. de Ingeniería Agronómica","Curso 2023-24","20231218"
"4","Literaturas de Género y Minorías","1850049","NO","NO","","OPTATIVA","","","185","Grado en Lengua y Literatura Alemanas","16","Facultad de Filología","Curso 2012-13","N"
"4","Cuaternario y Cambio Global","1640037","SI","SI","","OPTATIVA","","","164","Grado en Geografía y Gestión del Territorio","4","Facultad de Geografía e Historia","Curso 2019-20","20200508"
"5","Química y Bioquímica de Alimentos","2320057","SI","SI","","OPTATIVA","","","232","Doble Grado en Química y en Ingeniería de Materiales","22","Facultad de Química","Curso 2023-24","20240307"
"2","Lexicología, Lexicografía y Semántica del Español","2390027","SI","SI","","OBLIGATORIA","","","239","Doble Grado en Filología Clásica y Filología Hispánica","16","Facultad de Filología","Curso 2019-20","20200512"
"2","Textos Latinos II","2390025","NO","NO","","OBLIGATORIA","","","239","Doble Grado en Filología Clásica y Filología Hispánica","16","Facultad de Filología","Curso 2016-17","20170525"
"5","Historia y Civilización en los Textos Griegos","2390076","","","","OPTATIVA","","","239","Doble Grado en Filología Clásica y Filología Hispánica","16","Facultad de Filología","",""
"1","Introducción a la Economía de la Empresa","2340006","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","234","Doble Grado en Derecho y en Economía","1","Facultad de CC. Económ. y Empresariales","Curso 2023-24","20240213"
"4","Complementos de Modelización y Optimización Numérica","2400069","SI","SI","","OPTATIVA","","","240","Doble Grado en Física y Matemáticas","17","Facultad de Matemáticas","Curso 2022-23","20200211"
"1","Metodologías para la Enseñanza de PLE con Mención a la Lengua Portuguesa","50700033","NO","NO","","OPTATIVA","","","M070","M.U.en Enseñanza del Español como Lengua Extranjera y Otras Leng.Mod.","16","Facultad de Filología","",""
"1","Lope de Vega y la Comedia Nueva","50760035","SI","SI","","OPTATIVA","","","M076","Máster Universitario en Estudios Hispánicos Superiores","16","Facultad de Filología","Curso 2019-20","20200525"
"1","Interpretación y Recepción del Texto Literario","50760006","SI","NO","","OPTATIVA","","","M076","Máster Universitario en Estudios Hispánicos Superiores","16","Facultad de Filología","Curso 2016-17","20161114"
"4","Introducción a Matlab","2270067","NO","NO","","OPTATIVA","","","227","Grado en Ingeniería de Organización Industrial por la U. Málaga y U.Sevilla","45","E.T.S. de Ingeniería","Curso 2017-18","20171205"
"4","Tecnología, Estética y Sociedad","2020039","SI","SI","","OPTATIVA","","","202","Grado en Ingeniería en Diseño Industrial y Desarrollo del Producto","23","Escuela Politécnica Superior","Curso 2023-24","20231003"
"2","Biotecnología Avanzada","51460097","","","","OPTATIVA","","","M146","Máster Universitario en Ingeniería Industrial","45","E.T.S. de Ingeniería","",""
"3","Mediciones y Presupuestos","2440028","SI","SI","","OBLIGATORIA","","","244","Grado en Edificación","98","E.T.S. de Ingeniería de Edificación","Curso 2017-18","20171010"
"2","Fundamentos y Simulación de Procesos de Fabricación","51920039","SI","SI","","OPTATIVA","","","M192","Doble M.U.en Ingeniería Industrial y Diseño Avanzado en Ingeniería Mecánica","45","E.T.S. de Ingeniería","Curso 2023-24","20240214"
"4","Evaluación de Políticas Socio-criminologicas","2180039","SI","NO","","OBLIGATORIA","","","218","Grado en Criminología","20","Facultad de Derecho","Curso 2023-24","20240115"
"1","Matrimonio Canónico y Causas Matrimoniales","51220006","SI","SI","","OPTATIVA","","","M122","Máster Universitario en Abogacía","20","Facultad de Derecho","Curso 2023-24","20240219"
"3","La Consolidación de la Jerarquía Social (II Milenio A.c.)","2420075","","","","OPTATIVA","","","242","Grado en Arqueología por la Unv. de Granada, Unv. de Jaén y Unv.de Sevilla","4","Facultad de Geografía e Historia","",""
